image_id,contrast,Vegetation_area,terrain_area,bench_conf,bicycle_count,confidence,bicycle_conf
1.png,70.89068083975474,0.0,0.0,0.0,0,0.9281,0.0
2.png,88.63968816690787,53.0643310546875,4.525390625,0.0,0,0.9285,0.0
3.png,78.15940249143519,29.9034423828125,7.463867187500001,0.0,0,0.9303,0.0
4.png,78.02224818393076,32.726318359375,5.838623046875,0.0,0,0.9252,0.0
5.png,68.87059480448917,21.3826904296875,11.98583984375,0.0,0,0.9013,0.0
6.png,74.48695776668043,2.080322265625,0.0,0.0,2,0.9,0.5429766178131104
7.png,69.9927792244716,1.406494140625,0.613037109375,0.9155704975128174,0,0.9196,0.0
8.png,70.5598437106533,0.441650390625,0.0,0.0,0,0.9312,0.0
9.png,68.3370600501128,0.00732421875,0.0,0.0,0,0.9182,0.0
10.png,72.80803087334985,17.4366455078125,0.0,0.0,1,0.906,0.9261987209320068
11.png,78.14863177481944,6.7642822265625,0.0,0.0,1,0.9217,0.522289514541626
12.png,75.40601609710883,0.0111083984375,0.0,0.0,4,0.9003,0.5663743615150452
13.png,85.27734825272303,0.1678466796875,0.0,0.0,6,0.9114,0.8851132988929749
14.png,81.02771691378763,0.2308349609375,0.0087890625,0.0,4,0.8612,0.9162965416908264
15.png,77.74596346154665,33.4908447265625,6.7230224609375,0.0,0,0.9226,0.0
16.png,69.69015718853232,14.1531982421875,14.802734375000002,0.0,0,0.9309,0.0
17.png,71.10549684011325,23.720703125,2.633056640625,0.0,0,0.9237,0.0
18.png,71.41497954967863,7.452880859375,0.05725097656250001,0.0,0,0.9117,0.0
19.png,80.62962628473981,2.9375,0.0025634765625,0.0,0,0.9005,0.0
20.png,81.58389301290956,1.0966796875,0.0,0.0,0,0.9272,0.0
21.png,84.801208038584,3.1201171875,0.00146484375,0.0,2,0.4469,0.8651622533798218
22.png,69.02171280233951,2.3519287109375,0.0,0.33563339710235596,0,0.9192,0.0
23.png,72.06423983863888,2.126220703125,0.0,0.0,0,0.9253,0.0
24.png,87.9354532256453,9.4036865234375,0.0,0.0,0,0.9091,0.0
25.png,73.34880686283185,0.0,0.0,0.0,1,0.9198,0.82225501537323
26.png,63.41673025073363,10.96337890625,0.0,0.47777259349823,0,0.9202,0.0
27.png,68.09478908249791,15.1759033203125,0.3675537109375,0.0,0,0.9286,0.0
28.png,54.241430883307196,1.5974121093750002,5.0087890625,0.0,0,0.9238,0.0
29.png,82.71629699328892,25.404052734375,1.6158447265625,0.0,0,0.888,0.0
30.png,81.2388308929689,36.496826171875,4.0457763671875,0.0,0,0.8942,0.0
31.png,82.98124642591085,15.3721923828125,7.434936523437501,0.0,1,0.9073,0.91756671667099
32.png,74.21310793842333,0.0997314453125,0.0,0.0,2,0.9262,0.9290417432785034
33.png,69.24674446033268,0.0,0.0,0.0,2,0.9295,0.9207301139831543
34.png,62.250186404202665,0.0751953125,0.00048828125,0.2893746495246887,2,0.9226,0.9150044322013855
35.png,75.89059783318224,26.180908203124996,0.0,0.2509620785713196,0,0.9211,0.0
36.png,86.91603174506719,42.1932373046875,0.2333984375,0.0,0,0.9225,0.0
37.png,83.13169301422334,46.3406982421875,0.0,0.0,0,0.9243,0.0
38.png,86.38530750834649,7.5836181640625,0.0,0.0,0,0.9196,0.0
39.png,81.41835766289064,3.54248046875,0.0,0.0,0,0.9279,0.0
40.png,80.99008170070996,11.109619140625,0.0,0.0,0,0.9332,0.0
41.png,95.34094422763225,42.11767578125,0.0050048828125,0.0,0,0.8863,0.0
42.png,78.91375149613445,0.1141357421875,0.0,0.0,0,0.925,0.0
43.png,73.96203669539815,13.571533203125,22.2843017578125,0.4884161651134491,0,0.9288,0.0
44.png,86.40890891491493,41.5428466796875,13.771118164062502,0.0,0,0.9159,0.0
45.png,72.90171184313076,0.0,23.4095458984375,0.8482759594917297,0,0.9273,0.0
46.png,85.41163326612777,35.4002685546875,19.92236328125,0.0,0,0.9164,0.0
47.png,73.61248712489996,9.302978515625,22.8106689453125,0.4083956182003021,0,0.9274,0.0
48.png,68.7041914276786,4.605224609375,18.538330078125,0.0,0,0.8984,0.0
49.png,72.83725372515758,0.0,17.3101806640625,0.0,0,0.9159,0.0
50.png,76.58209995901979,0.029052734375,0.0,0.0,3,0.9008,0.9234722852706909
51.png,74.65885271888688,0.216064453125,0.0,0.0,0,0.9159,0.0
52.png,74.59505931224889,0.0,0.0,0.0,2,0.9144,0.4957050383090973
53.png,78.83224925727313,0.0,0.0,0.0,0,0.9159,0.0
54.png,88.34102226368495,6.746337890625,0.0,0.0,0,0.9023,0.0
55.png,80.4990351620686,17.46337890625,0.0,0.0,0,0.9223,0.0
56.png,78.96285965057615,24.9703369140625,4.904541015625,0.0,0,0.8887,0.0
57.png,79.17436992573381,39.0908203125,1.8089599609375,0.0,0,0.8933,0.0
58.png,82.818450267594,8.3798828125,36.11962890625,0.0,0,0.9043,0.0
59.png,83.52923131139644,84.791748046875,9.984619140625,0.0,0,0.8778,0.0
60.png,78.71575643951554,0.9197998046874999,0.0,0.0,0,0.9268,0.0
61.png,88.92428534402065,41.7110595703125,0.0,0.0,0,0.9216,0.0
62.png,85.30087080461536,45.1507568359375,0.0,0.0,0,0.9265,0.0
63.png,85.39065855628692,44.627197265625,0.0,0.0,0,0.9292,0.0
64.png,86.46699450350533,40.2281494140625,0.0,0.0,0,0.8819,0.0
65.png,81.78047527394544,0.0086669921875,0.056396484375,0.0,0,0.9262,0.0
66.png,82.10302339105253,29.227539062500004,2.370849609375,0.675457775592804,1,0.9173,0.4979259967803955
67.png,92.62798329293184,48.3895263671875,12.5830078125,0.0,4,0.8696,0.47755321860313416
68.png,74.04312526209218,24.829345703125,1.0498046875,0.0,0,0.9298,0.0
69.png,77.71617503406951,12.4127197265625,0.4251708984375,0.0,0,0.9223,0.0
70.png,63.743384290432104,9.1044921875,3.1817626953124996,0.0,0,0.9145,0.0
71.png,77.61216087730125,24.03173828125,1.270751953125,0.0,0,0.9146,0.0
72.png,61.16434768518038,11.9771728515625,2.2794189453125,0.282748818397522,0,0.9354,0.0
73.png,73.22711094329249,18.6187744140625,5.2479248046875,0.5227646827697754,0,0.9341,0.0
74.png,69.1116686671105,8.966064453125,3.1737060546875,0.6970342397689819,0,0.9329,0.0
75.png,58.3691789959229,13.3206787109375,2.017822265625,0.0,0,0.9337,0.0
76.png,53.81797510806492,0.5322265625,0.0,0.0,1,0.9294,0.9205631017684937
77.png,58.20180149715931,1.767333984375,0.0,0.0,1,0.914,0.911999523639679
78.png,80.57376919173737,6.11669921875,1.7193603515625,0.0,1,0.9336,0.9217429161071777
79.png,80.88504870954407,9.3067626953125,0.16650390625,0.0,1,0.9323,0.9129700660705566
80.png,63.72011575047874,2.4981689453125,1.7432861328125,0.0,0,0.9249,0.0
81.png,69.86058713206795,40.53173828125,5.6676025390625,0.410513699054718,0,0.8939,0.0
82.png,97.12496512081341,36.4093017578125,0.000732421875,0.0,0,0.916,0.0
83.png,95.7719547345565,41.5633544921875,0.1348876953125,0.9027928709983826,0,0.8975,0.0
84.png,89.21152271248371,21.5162353515625,0.0,0.0,0,0.8897,0.0
85.png,84.05981471332659,13.224487304687498,0.0052490234375,0.0,0,0.8838,0.0
86.png,89.98480605087221,0.1234130859375,0.0,0.0,0,0.9142,0.0
87.png,76.80138965118424,29.5196533203125,1.5394287109375,0.0,1,0.9173,0.7359074950218201
88.png,75.98945916626923,27.669433593749996,0.8601074218749999,0.0,2,0.7948,0.8951860666275024
89.png,79.94385922306672,22.974365234375,17.892578125,0.0,2,0.8597,0.880108654499054
90.png,77.78654464612826,27.725097656249996,17.7691650390625,0.0,2,0.8926,0.6162935495376587
91.png,79.19886474377527,30.712646484375,7.125244140625001,0.0,0,0.9222,0.0
92.png,74.5770274334506,16.330078125,25.552734375000004,0.0,0,0.9298,0.0
93.png,73.986431136564,17.6312255859375,10.4324951171875,0.0,0,0.9223,0.0
94.png,78.27933945461263,29.212158203125,6.0455322265625,0.0,0,0.9139,0.0
95.png,83.26716890445549,0.0,0.0,0.0,0,0.9109,0.0
96.png,88.34179600324971,0.39343261718749994,1.6951904296875,0.0,1,0.9195,0.25573283433914185
97.png,91.08153082317328,67.732177734375,0.30615234375,0.0,1,0.8807,0.6410162448883057
98.png,91.17249122072522,50.09533691406251,19.820068359375,0.0,0,0.9066,0.0
99.png,88.19351253697674,44.8134765625,22.3916015625,0.0,0,0.912,0.0
100.png,83.23060671096401,44.9842529296875,16.39599609375,0.0,0,0.9177,0.0
101.png,77.6570006783061,42.4320068359375,18.3067626953125,0.0,0,0.9028,0.0
102.png,67.71791782261613,15.8228759765625,8.8717041015625,0.0,0,0.9128,0.0
103.png,63.05528048904703,3.028076171875,21.1060791015625,0.0,0,0.8847,0.0
104.png,77.8581599129218,33.3426513671875,2.3470458984375,0.0,0,0.9261,0.0
105.png,75.17901014088136,24.6473388671875,6.715942382812499,0.0,0,0.9205,0.0
106.png,77.08336754240047,4.5601806640625,4.2183837890625,0.0,0,0.9301,0.0
107.png,71.76706297100412,7.4019775390625,0.0,0.0,1,0.923,0.9074422121047974
108.png,71.60517743188952,5.27392578125,0.0091552734375,0.0,1,0.9359,0.35512596368789673
109.png,83.71435313337327,0.0,0.0,0.0,0,0.9139,0.0
110.png,84.40902466608844,0.0,0.0,0.0,1,0.918,0.25584810972213745
111.png,75.27172607026064,2.0478515625,0.0,0.0,1,0.7817,0.9267221093177795
112.png,83.5302530635372,3.579833984375,0.0,0.0,4,0.8567,0.8651986718177795
113.png,78.15409958115333,6.5093994140625,0.0198974609375,0.0,0,0.9313,0.0
114.png,73.25246276797239,17.1444091796875,10.78662109375,0.0,0,0.9138,0.0
115.png,79.12644052942467,37.89404296875,17.0618896484375,0.0,0,0.8912,0.0
116.png,79.00298333381305,18.5655517578125,12.0230712890625,0.0,0,0.919,0.0
117.png,85.66494539482333,0.720947265625,0.0,0.0,0,0.931,0.0
118.png,83.62244273607061,1.194580078125,0.0,0.0,0,0.93,0.0
119.png,53.44163533291338,1.8138427734375,36.6580810546875,0.0,2,0.9035,0.4101274013519287
120.png,67.40837982553647,0.39428710937499994,16.67236328125,0.8802275061607361,1,0.9018,0.8322534561157227
121.png,40.66404668220614,0.0,0.0,0.0,1,0.9264,0.9390629529953003
122.png,70.48936655675267,3.2823486328125,0.0,0.0,2,0.2662,0.43300530314445496
